Contig	GeneID	Start	End	Annotation
Contig_2	PSPPH_3962	4525278	4524607	DNA-binding response regulator TctD 
Contig_2	PSPPH_3963	4525759	4526739	TctC protein 
Contig_2	PSPPH_3964	4526802	4527260	TctB 
Contig_2	PSPPH_3966	4528769	4529803	Membrane protein, putative 
Contig_2	PSPPH_3967	4530517	4529825	Uracil-DNA glycosylase 
Contig_2	PSPPH_3968	4530677	4530549	Uncharacterized protein 
Contig_2	PSPPH_3969	4531201	4530710	Lipoprotein, putative 
Contig_2	PSPPH_3970	4531745	4531350	Uncharacterized protein 
Contig_2	PSPPH_3971	4531764	4532831	ABC transporter, periplasmic substrate-binding protein 
Contig_2	PSPPH_3972	4532859	4533674	ABC transporter, permease protein 
Contig_2	PSPPH_3973	4533686	4535176	ABC transporter, ATP-binding protein 
Contig_2	PSPPH_3974	4535188	4535805	Uncharacterized protein 
Contig_2	PSPPH_3975	4535915	4539715	Urea amidolyase homologue 
Contig_2	PSPPH_3976	4539751	4541544	Amidase family protein 
Contig_2	PSPPH_3977	4541559	4542818	ISPsy18, transposase 
Contig_2	PSPPH_3978	4542936	4545599	Uncharacterized protein 
Contig_2	PSPPH_3979	4545656	4545880	Uncharacterized protein 
Contig_2	PSPPH_3980	4545916	4546608	Pseudouridine synthase 
Contig_2	PSPPH_3981	4546906	4547787	3-hydroxyacyl-CoA-acyl carrier protein transferase 
Contig_2	PSPPH_3983	4549481	4549912	Transcriptional regulatory protein 
Contig_2	PSPPH_3985	4551590	4550865	3-oxoacyl-[acyl-carrier protein] reductase 
Contig_2	PSPPH_3986	4552324	4551605	Uncharacterized protein 
Contig_2	PSPPH_3987	4553196	4552321	Conserved domain protein 
Contig_2	PSPPH_3988	4554130	4553234	Membrane protein, putative 
Contig_2	PSPPH_3989	4555096	4554143	Amino-acid binding protein, putative 
Contig_2	PSPPH_3990	4555182	4556168	Probable transcriptional regulator, LysR family 
Contig_2	PSPPH_3992	4557963	4556707	Pectin lyase 
Contig_2	PSPPH_3993	4558533	4558087	Acetyltransferase, GNAT family 
Contig_2	PSPPH_3994	4559706	4558558	Alcohol dehydrogenase II 
Contig_2	PSPPH_3995	4561077	4559857	Uncharacterized protein 
Contig_2	PSPPH_3996	4561373	4562593	Unnamed protein product 
Contig_2	PSPPH_3998	4564270	4563653	Uncharacterized protein 
Contig_2	PSPPH_3999	4564974	4564297	Uncharacterized protein 
Contig_2	PSPPH_4000	4565309	4567603	Beta-glucosidase 
Contig_2	PSPPH_4001	4567673	4569430	Sensor histidine kinase 
Contig_2	PSPPH_4002	4569440	4570771	Sigma-54 dependent DNA-binding response regulator 
Contig_2	PSPPH_4003	4570996	4573371	Sensory box histidine kinase/response regulator 
Contig_2	PSPPH_4004	4573503	4575197	Chaperone protein HscC 
Contig_2	PSPPH_4005	4575203	4576837	DnaJ domain protein 
Contig_2	PSPPH_4007	4578772	4579128	Uncharacterized protein 
Contig_2	PSPPH_4008	4579268	4579891	Uncharacterized protein 
Contig_2	PSPPH_4009	4580131	4579892	Uncharacterized protein 
Contig_2	PSPPH_4010	4580595	4582079	Drug resistance transporter, EmrB/QacA family 
Contig_2	PSPPH_4011	4583227	4582094	Uncharacterized protein 
Contig_2	PSPPH_4012	4584352	4583708	Transcriptional regulator TtgR 
Contig_2	PSPPH_4013	4584575	4585768	Efflux transporter, RND family, MFP subunit 
Contig_2	PSPPH_4014	4585772	4588906	Multidrug/solvent tranporter 
Contig_2	PSPPH_4015	4588903	4590363	Outer membrane efflux lipoprotein, NodT family 
Contig_2	PSPPH_4016	4591731	4590430	Dicarboxylic acid transport protein 
Contig_2	PSPPH_4017	4593143	4591944	Beta-ketoadipyl CoA thiolase 
Contig_2	PSPPH_4018	4593922	4593143	3-oxoadipate:succinyl-CoA transferase, B subunit 
Contig_2	PSPPH_4019	4594779	4593922	3-oxoadipate:succinyl-CoA transferase, A subunit 
Contig_2	PSPPH_4020	4595822	4594980	Beta-ketoadipate pathway transcriptional regulator PcaR 
Contig_2	PSPPH_4021	4596548	4596856	Uncharacterized protein 
Contig_2	PSPPH_4022	4597062	4598534	Phosphate transporter family protein 
Contig_2	PSPPH_4023	4598782	4598546	Uncharacterized protein 
Contig_2	PSPPH_4024	4599712	4598861	Formyltetrahydrofolate deformylase 
Contig_2	PSPPH_4025	4600070	4600450	H-NS histone 
Contig_2	PSPPH_4026	4601951	4600521	Exodeoxyribonuclease I 
Contig_2	PSPPH_4027	4602131	4602856	RDD domain protein 
Contig_2	PSPPH_4028	4602853	4603833	Integral membrane protein 
Contig_2	PSPPH_4029	4603820	4605409	Uncharacterized protein 
Contig_2	PSPPH_4030	4605406	4606623	Uncharacterized protein 
Contig_2	PSPPH_4031	4608129	4606744	Gluconate transporter 
Contig_2	PSPPH_4033	4608765	4608661	Conserved domain protein 
Contig_2	PSPPH_4034	4609082	4608783	Haloacid dehalogenase, type II 
Contig_2	PSPPH_4036	4610451	4611794	Uncharacterized protein 
Contig_2	PSPPH_4037	4612182	4611823	Uncharacterized protein 
Contig_2	PSPPH_4038	4612822	4612376	Lipoprotein, putative 
Contig_2	PSPPH_4039	4612948	4614399	Pyruvate kinase 
Contig_2	PSPPH_4040	4615458	4614520	Oxidoreductase, iron-sulfur-binding 
Contig_2	PSPPH_4041	4615638	4617161	Fumarate hydratase, class I, putative 
Contig_2	PSPPH_4042	4619348	4617999	Insecticidal toxin protein, putative 
Contig_2	PSPPH_4043	4622281	4619489	Insecticidal toxin protein, putative 
Contig_2	PSPPH_4046	4630936	4629677	ISPsy18, transposase 
Contig_2	PSPPH_4047	4631034	4631177	Uncharacterized protein (Precursor) 
Contig_2	PSPPH_4048	4631746	4631979	Uncharacterized protein 
Contig_2	PSPPH_4049	4633178	4632021	Cardiolipin synthase, putative 
Contig_2	PSPPH_4050	4633761	4633180	YceI-like family protein 
Contig_2	PSPPH_4051	4634181	4633843	Uncharacterized protein 
Contig_2	PSPPH_4052	4635284	4634178	Beta-lactamase 
Contig_2	PSPPH_4053	4635283	4636353	Uncharacterized protein 
Contig_2	PSPPH_4054	4636353	4637189	Acyltransferase domain protein 
Contig_2	PSPPH_4055	4637746	4637147	Uncharacterized protein 
Contig_2	PSPPH_4056	4637911	4638225	Transcriptional regulator, ArsR family 
Contig_2	PSPPH_4057	4638254	4639420	Major facilitator family transporter 
Contig_2	PSPPH_4058	4639442	4640491	Xenobiotic reductase B 
Contig_2	PSPPH_4059	4641300	4640563	Uncharacterized protein 
Contig_2	PSPPH_4060	4642298	4641447	Uncharacterized protein 
Contig_2	PSPPH_4061	4643375	4642383	3-beta hydroxysteroid dehydrogenase/isomerase family protein 
Contig_2	PSPPH_4062	4644349	4643450	Chromosome initiation inhibitor 
Contig_2	PSPPH_4063	4644444	4645046	Transporter, LysE family 
Contig_2	PSPPH_4064	4645239	4645820	Superoxide dismutase 
Contig_2	PSPPH_4065	4646208	4648259	GGDEF domain/EAL domain protein 
Contig_2	PSPPH_4066	4648429	4649787	Lipoprotein, putative 
Contig_2	PSPPH_4067	4650542	4649913	Pyridoxamine 5'-phosphate oxidase family protein 
Contig_2	PSPPH_4068	4650743	4652176	Lipoprotein, putative 
Contig_2	PSPPH_4069	4652255	4653319	Lipoprotein, putative 
Contig_2	PSPPH_4070	4653336	4654442	Uncharacterized protein 
Contig_2	PSPPH_4071	4654694	4654467	Uncharacterized protein 
Contig_2	PSPPH_4072	4655413	4654691	InaA protein 
Contig_2	PSPPH_4073	4656149	4655418	Uncharacterized protein 
Contig_2	PSPPH_4074	4657589	4656300	Sensor histidine kinase ColS 
Contig_2	PSPPH_4075	4658262	4657579	DNA-binding response regulator ColR 
Contig_2	PSPPH_4076	4658440	4659180	PAP2 superfamily protein 
Contig_2	PSPPH_4077	4660905	4659262	60 kDa chaperonin 
Contig_2	PSPPH_4078	4661248	4660955	10 kDa chaperonin 
Contig_2	PSPPH_4079	4661997	4661503	Cytoplasmic membrane family protein 
Contig_2	PSPPH_4080	4662276	4663034	3-oxoacyl-(Acyl-carrier-protein) reductase, putative 
Contig_2	PSPPH_4081	4664095	4663088	Uncharacterized protein 
Contig_2	PSPPH_4082	4664260	4664616	MGMT family protein 
Contig_2	PSPPH_4083	4664671	4666221	Permease AmpG, putative 
Contig_2	PSPPH_4084	4666250	4666582	Uncharacterized protein 
Contig_2	PSPPH_4087	4671087	4669828	ISPsy18, transposase 
Contig_2	PSPPH_4089	4671941	4673617	Uncharacterized protein 
Contig_2	PSPPH_4090	4673614	4673883	Gp28 
Contig_2	PSPPH_4091	4673892	4674476	Uncharacterized protein 
Contig_2	PSPPH_4092	4675486	4674656	Mechanosensitive ion channel family protein 
Contig_2	PSPPH_4093	4676092	4675613	UPF0234 protein PSA3335_4025 
Contig_2	PSPPH_4095	4677227	4679263	Sensory box histidine kinase 
Contig_2	PSPPH_4096	4679279	4679857	ATP:cob(I)alamin adenosyltransferase, putative 
Contig_2	PSPPH_4097	4680990	4680040	MutT/nudix family protein 
Contig_2	PSPPH_4098	4681619	4680993	Glutathione S-transferase domain protein 
Contig_2	PSPPH_4099	4682895	4681678	Arginine biosynthesis bifunctional protein ArgJ 
Contig_2	PSPPH_4100	4685746	4683005	Protein translocase subunit SecA 
Contig_2	PSPPH_4101	4686051	4686506	Uncharacterized protein 
Contig_2	PSPPH_4102	4687535	4686624	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase 
Contig_2	PSPPH_4103	4688835	4687648	Cell division protein FtsZ 
Contig_2	PSPPH_4104	4690192	4688936	Cell division protein ftsA 
Contig_2	PSPPH_4105	4691076	4690207	Cell division protein FtsQ 
Contig_2	PSPPH_4106	4692039	4691080	D-alanine--D-alanine ligase 
Contig_2	PSPPH_4107	4693496	4692036	UDP-N-acetylmuramate--L-alanine ligase 
Contig_2	PSPPH_4108	4694559	4693489	UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase 
Contig_2	PSPPH_4109	4695763	4694549	Lipid II flippase FtsW 
Contig_2	PSPPH_4110	4697106	4695760	UDP-N-acetylmuramoylalanine--D-glutamate ligase 
Contig_2	PSPPH_4111	4698194	4697112	Phospho-N-acetylmuramoyl-pentapeptide- transferase 
Contig_2	PSPPH_4112	4699564	4698194	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase 
Contig_2	PSPPH_4113	4701020	4699557	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6- diaminopimelate ligase 
Contig_2	PSPPH_4114	4702747	4701020	Peptidoglycan glycolsyltransferase FtsI 
Contig_2	PSPPH_4115	4703040	4702747	Cell division protein FtsL 
Contig_2	PSPPH_4116	4703978	4703037	Ribosomal RNA small subunit methyltransferase H 
Contig_2	PSPPH_4117	4704436	4703981	Protein MraZ 
Contig_2	PSPPH_4118	4706197	4705199	Uncharacterized protein 
Contig_2	PSPPH_4119	4706350	4708164	Lipoprotein, putative 
Contig_2	PSPPH_4120	4708164	4708535	UPF0102 protein PSYAE_15906 
Contig_2	PSPPH_4121	4708711	4709298	Phosphoheptose isomerase 
Contig_2	PSPPH_4122	4709295	4709873	Lipoprotein, putative 
Contig_2	PSPPH_4123	4710344	4709934	Stringent starvation protein B 
Contig_2	PSPPH_4124	4710979	4710362	Stringent starvation protein A 
Contig_2	PSPPH_4125	4711654	4711262	30S ribosomal protein S9 
Contig_2	PSPPH_4126	4712097	4711669	50S ribosomal protein L13 
Contig_2	PSPPH_4127	4712494	4713498	Transcriptional regulator, AraC family 
Contig_2	PSPPH_4128	4714658	4713564	ATPase, putative 
Contig_2	PSPPH_4129	4716070	4714721	Tryptophan--tRNA ligase 
Contig_2	PSPPH_4130	4716739	4716110	Esterase/lipase/thioesterase family protein 
Contig_2	PSPPH_4131	4716885	4717328	Uncharacterized protein 
Contig_2	PSPPH_4132	4719429	4717531	Sulfate adenylyltransferase subunit 1 
Contig_2	PSPPH_4133	4720357	4719440	Sulfate adenylyltransferase subunit 2 
Contig_2	PSPPH_4134	4721269	4720511	Putative GTP cyclohydrolase 1 type 2 
Contig_2	PSPPH_4135	4721381	4722541	Periplasmic serine protease DegS, putative 
Contig_2	PSPPH_4136	4724262	4723210	Histidinol-phosphate aminotransferase 
Contig_2	PSPPH_4137	4725608	4724262	Histidinol dehydrogenase 
Contig_2	PSPPH_4138	4726368	4725733	ATP phosphoribosyltransferase 
Contig_2	PSPPH_4139	4727788	4726523	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 
Contig_2	PSPPH_4140	4728050	4727811	Toluene tolerance protein Ttg2F, putative 
Contig_2	PSPPH_4141	4728471	4728166	STAS domain protein 
Contig_2	PSPPH_4142	4729118	4728468	Toluene tolerance protein 
Contig_2	PSPPH_4143	4729596	4729129	Toluene tolerance protein Ttg2C 
Contig_2	PSPPH_4144	4730393	4729596	Toluene tolerance proteinTtg2B, putative 
Contig_2	PSPPH_4145	4731202	4730393	Toluene tolerance ABC transporter, ATP-binding protein, putative 
Contig_2	PSPPH_4146	4731506	4732480	Arabinose 5-phosphate isomerase 
Contig_2	PSPPH_4147	4732480	4733019	Phosphatase, YrbI family 
Contig_2	PSPPH_4148	4733028	4733600	Uncharacterized protein 
Contig_2	PSPPH_4149	4733587	4734135	OstA family protein 
Contig_2	PSPPH_4150	4734136	4734861	ABC transporter, ATP-binding protein 
Contig_2	PSPPH_4151	4735044	4736537	RNA polymerase sigma-54 factor 
Contig_2	PSPPH_4152	4736613	4736921	Ribosomal subunit interface protein RaiA/YfiA 
Contig_2	PSPPH_4153	4736933	4737397	PTS IIA-like nitrogen-regulatory protein PtsN 
Contig_2	PSPPH_4154	4737400	4738257	UPF0042 nucleotide-binding protein PLA107_18819 
Contig_2	PSPPH_4155	4738274	4738546	Phosphocarrier protein HPr 
Contig_2	PSPPH_4156	4739342	4738731	Superoxide dismutase 
Contig_2	PSPPH_4157	4740774	4739515	ISPsy18, transposase 
Contig_2	PSPPH_4158	4740989	4740789	Uncharacterized protein 
Contig_2	PSPPH_4159	4741034	4742137	ISPsy19, transposase 
Contig_2	PSPPH_4160	4743770	4742394	Fumarate hydratase class II 
Contig_2	PSPPH_4161	4744170	4743763	FagA protein 
Contig_2	PSPPH_4162	4746217	4744871	PmbA protein 
Contig_2	PSPPH_4163	4746325	4746846	Uncharacterized protein 
Contig_2	PSPPH_4164	4748334	4746895	TldD protein 
Contig_2	PSPPH_4165	4749182	4748337	Hydrolase, carbon-nitrogen family 
Contig_2	PSPPH_4166	4753046	4749231	Uncharacterized protein 
Contig_2	PSPPH_4167	4753214	4753122	Uncharacterized protein 
Contig_2	PSPPH_4168	4754685	4753228	Ribonuclease G 
Contig_2	PSPPH_4169	4755284	4754682	Maf-like protein PLA107_18759 
Contig_2	PSPPH_4170	4755843	4755352	Rod shape-determining protein MreD (Fragment) 
Contig_2	PSPPH_4171	4756903	4755836	Rod shape-determining protein MreC 
Contig_2	PSPPH_4172	4758172	4757135	Rod shape-determining protein MreB 
Contig_2	PSPPH_4173	4758378	4758665	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C 
Contig_2	PSPPH_4174	4758680	4760131	Glutamyl-tRNA(Gln) amidotransferase subunit A 
Contig_2	PSPPH_4175	4760142	4761587	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B 
Contig_2	PSPPH_4176	4761710	4762333	RplA family protein 
Contig_2	PSPPH_4177	4762411	4763442	K+-dependent Na+/Ca+ exchanger related-protein 
Contig_2	PSPPH_4178	4763473	4763856	4-carboxymuconolactone decarboxylase 
Contig_2	PSPPH_4179	4764794	4763853	Membrane protein, putative 
Contig_2	PSPPH_4180	4766474	4764900	Tat (Twin-arginine translocation) pathway signal sequence domain protein 
Contig_2	PSPPH_4181	4766632	4767648	Uncharacterized protein 
Contig_2	PSPPH_4182	4767727	4770744	Uncharacterized protein 
Contig_2	PSPPH_4183	4770662	4771078	Uncharacterized protein 
Contig_2	PSPPH_4184	4771570	4771217	Uncharacterized protein 
Contig_2	PSPPH_4185	4773964	4771859	Polyribonucleotide nucleotidyltransferase 
Contig_2	PSPPH_4186	4774409	4774140	30S ribosomal protein S15 
Contig_2	PSPPH_4187	4775486	4774569	tRNA pseudouridine synthase B 
Contig_2	PSPPH_4188	4775906	4775490	Ribosome-binding factor A 
Contig_2	PSPPH_4189	4778597	4776066	Translation initiation factor IF-2 
Contig_2	PSPPH_4190	4780106	4778625	N utilization substance protein A 
Contig_2	PSPPH_4191	4780642	4780166	Ribosome maturation factor RimP 
Contig_2	PSPPH_4194	4781438	4781058	Preprotein translocase, subunit SecG 
Contig_2	PSPPH_4195	4782199	4781444	Triosephosphate isomerase 
Contig_2	PSPPH_4196	4783609	4782266	Phosphoglucosamine mutase 
Contig_2	PSPPH_4197	4784477	4783626	Dihydropteroate synthase 
Contig_2	PSPPH_4198	4786399	4784486	ATP-dependent zinc metalloprotease FtsH 
Contig_2	PSPPH_4199	4787234	4786584	Ribosomal RNA large subunit methyltransferase E 
Contig_2	PSPPH_4200	4787338	4787649	RNA-binding protein 
Contig_2	PSPPH_4201	4788207	4787731	Transcription elongation factor GreA 
Contig_2	PSPPH_4202	4791425	4788204	Carbamoyl-phosphate synthase large chain 
Contig_2	PSPPH_4203	4792698	4791562	Carbamoyl-phosphate synthase small chain 
Contig_2	PSPPH_4204	4793723	4792920	4-hydroxy-tetrahydrodipicolinate reductase 
Contig_2	PSPPH_4205	4794888	4793746	Chaperone protein DnaJ 
Contig_2	PSPPH_4206	4797131	4795215	Chaperone protein DnaK 
Contig_2	PSPPH_4207	4797805	4797242	Protein GrpE 
Contig_2	PSPPH_4208	4798076	4799749	DNA repair protein RecN 
Contig_2	PSPPH_4209	4800315	4799812	Ferric uptake regulation protein 
Contig_2	PSPPH_4210	4800318	4800839	Outer membrane protein assembly factor BamE (Precursor) 
Contig_2	PSPPH_4211	4801218	4800904	UPF0125 protein PLA107_18552 
Contig_2	PSPPH_4212	4801684	4801211	Oligoketide cyclase/lipid transport protein 
Contig_2	PSPPH_4213	4803056	4801653	Transporter 
Contig_2	PSPPH_4214	4803170	4803652	SsrA-binding protein 
Contig_2	PSPPH_4215	4803943	4804227	Uncharacterized protein 
Contig_2	PSPPH_4217	4804838	4806655	Site-specific recombinase, phage integrase family 
Contig_2	PSPPH_4218	4806712	4808529	Uncharacterized protein 
Contig_2	PSPPH_4219	4808522	4810060	DNA polymerase I domain protein 
Contig_2	PSPPH_4220	4811054	4810113	Uncharacterized protein 
Contig_2	PSPPH_4221	4811270	4811839	Unnamed protein product 
Contig_2	PSPPH_4222	4814109	4815284	Transposase 
Contig_2	PSPPH_4223	4816989	4815940	Uncharacterized protein 
Contig_2	PSPPH_4224	4817439	4817939	Uncharacterized protein 
Contig_2	PSPPH_4225	4818336	4818797	Uncharacterized protein 
Contig_2	PSPPH_4226	4820942	4819557	Uncharacterized protein (Fragment) 
Contig_2	PSPPH_4227	4822432	4821173	ISPsy18, transposase 
Contig_2	PSPPH_4228	4822978	4822544	Acetyltransferase, GNAT family 
Contig_2	PSPPH_4229	4823352	4825622	Catalase-peroxidase 
Contig_2	PSPPH_4230	4827010	4825706	Methyl-accepting chemotaxis protein 
Contig_2	PSPPH_4231	4827415	4827107	Uncharacterized protein 
Contig_2	PSPPH_4232	4828750	4827572	Na(+)/H(+) antiporter NhaA 2 
Contig_2	PSPPH_4234	4831454	4830474	Peptide ABC transporter, ATP-binding protein 
Contig_2	PSPPH_4235	4832443	4831451	Peptide ABC transporter, ATP-binding protein 
Contig_2	PSPPH_4236	4833303	4832440	Peptide ABC transporter, permease protein 
Contig_2	PSPPH_4237	4834247	4833300	Peptide ABC transporter, permease protein 
Contig_2	PSPPH_4238	4834587	4835351	Transcriptional regulator, LuxR family, autoinducer-regulated 
Contig_2	PSPPH_4239	4835446	4836369	L-amino-acid amidase 
Contig_2	PSPPH_4240	4836637	4838262	Methyl-accepting chemotaxis protein 
Contig_2	PSPPH_4241	4838479	4839108	DNA-binding response regulator, LuxR family 
Contig_2	PSPPH_4242	4839176	4840744	Sensor histidine kinase/response regulator 
Contig_2	PSPPH_4243	4841223	4840792	Uncharacterized protein 
Contig_2	PSPPH_4244	4842970	4841519	Outer membrane protein 
Contig_2	PSPPH_4245	4843131	4843619	GAF domain-containing protein 
Contig_2	PSPPH_4246	4844088	4843633	Acetyltransferase, GNAT family 
Contig_2	PSPPH_4247	4844348	4846210	GAF domain/GGDEF domain/EAL domain protein 
Contig_2	PSPPH_4248	4846296	4847087	DUF81 
Contig_2	PSPPH_4249	4848382	4848143	Uncharacterized protein 
Contig_2	PSPPH_4250	4850192	4848639	D-galactarate dehydratase 
Contig_2	PSPPH_4251	4851588	4850203	MFS transporter, phthalate permease family 
Contig_2	PSPPH_4252	4852663	4851752	Probable 5-dehydro-4-deoxyglucarate dehydratase 
Contig_2	PSPPH_4253	4853709	4852960	Transcriptional regulator, GntR family 
Contig_2	PSPPH_4254	4855541	4853808	ABC transporter, ATP-binding protein 
Contig_2	PSPPH_4255	4856194	4855631	DNA-binding response regulator, Fis family 
Contig_2	PSPPH_4256	4857450	4856206	Sensor histidine kinase 
Contig_2	PSPPH_4257	4857643	4858356	Uncharacterized protein 
Contig_2	PSPPH_4258	4858337	4860100	Peptide ABC transporter, periplasmic peptide-binding protein 
Contig_2	PSPPH_4259	4860267	4861985	Dipeptide ABC transporter, periplasmic dipeptide-binding protein, putative 
Contig_2	PSPPH_4260	4862320	4863912	Dipeptide ABC transporter, periplasmic dipeptide-binding protein 
Contig_2	PSPPH_4261	4864068	4865483	Outer membrane porin, OprD family 
Contig_2	PSPPH_4262	4865566	4867161	Dipeptide ABC transporter, periplasmic dipeptide-binding protein 
Contig_2	PSPPH_4263	4867236	4868246	Dipeptide ABC transporter, permease protein 
Contig_2	PSPPH_4264	4868215	4869168	Dipeptide ABC transporter, permease protein 
Contig_2	PSPPH_4265	4869179	4870147	Dipeptide ABC transporter, ATP-binding protein 
Contig_2	PSPPH_4266	4870147	4871121	Peptide ABC transporter, ATP-binding protein 
Contig_2	PSPPH_4267	4872514	4871255	ISPsy18, transposase 
Contig_2	PSPPH_4268	4875140	4872618	Sulfite reductase (NADPH) flavoprotein, alpha-component, putative 
Contig_2	PSPPH_4269	4875484	4876623	Unnamed protein product 
Contig_2	PSPPH_4270	4876742	4878001	ISPsy18, transposase 
Contig_2	PSPPH_4271	4878186	4879214	Uncharacterized protein 
Contig_2	PSPPH_4272	4879708	4879929	Uncharacterized protein 
Contig_2	PSPPH_4273	4881155	4879992	Decarboxylase, ornithine/DAP/arginine decarboxylase family 2 
Contig_2	PSPPH_4274	4882421	4881441	F-box domain protein 
Contig_2	PSPPH_4275	4883473	4882370	ISPsy19, transposase 
Contig_2	PSPPH_4276	4885269	4884112	Glycine betaine/carnitine/choline ABC transporter, ATP-binding protein 
Contig_2	PSPPH_4277	4885919	4885266	Glycine betaine/carnitine/choline ABC transporter, permease protein 
Contig_2	PSPPH_4278	4886826	4885933	Glycine betaine/L-proline ABC transporter, periplasmic substrate-binding protein 
Contig_2	PSPPH_4279	4887554	4886841	Glycine betaine/carnitine/choline ABC transporter, permease protein 
Contig_2	PSPPH_4280	4887899	4889482	Peptide chain release factor 3 
Contig_2	PSPPH_4281	4889739	4889981	Uncharacterized protein 
Contig_2	PSPPH_4282	4890720	4890061	Peptidyl-prolyl cis-trans isomerase 
Contig_2	PSPPH_4283	4891140	4890832	Uncharacterized protein 
Contig_2	PSPPH_4284	4891650	4891249	UPF0114 protein PssSM_4376 
Contig_2	PSPPH_4285	4891724	4892827	ISPsy19, transposase 
Contig_2	PSPPH_4286	4892918	4892820	Uncharacterized protein 
Contig_2	PSPPH_4287	4893381	4893052	Uncharacterized protein 
Contig_2	PSPPH_4288	4895840	4893567	ATP-dependent protease, putative 
Contig_2	PSPPH_4289	4896278	4896766	Uncharacterized protein 
Contig_2	PSPPH_4290	4896839	4898692	Uncharacterized protein 
Contig_2	PSPPH_4291	4898828	4899181	Lipoprotein, putative 
Contig_2	PSPPH_4292	4899252	4899749	Transcription elongation factor GreB 
Contig_2	PSPPH_4293	4901507	4899816	ABC transporter, ATP-binding protein 
Contig_2	PSPPH_4294	4901655	4902917	Site-specific recombinase, phage integrase family 
Contig_2	PSPPH_4295	4902917	4904515	Site-specific recombinase, phage integrase family 
Contig_2	PSPPH_4296	4904499	4906733	Uncharacterized protein 
Contig_2	PSPPH_4297	4906736	4907134	Uncharacterized protein 
Contig_2	PSPPH_4298	4908361	4907552	ISPsy5 transposase 
Contig_2	PSPPH_4299	4911277	4910033	Putative uncharacterized protein txi8 
Contig_2	PSPPH_4300	4912629	4911412	Membrane protein, putative 
Contig_2	PSPPH_4301	4913394	4912789	Adenylyl-sulfate kinase 
Contig_2	PSPPH_4302	4914782	4913517	Uncharacterized protein 
Contig_2	PSPPH_4303	4915939	4914842	L-arginine:lysine amidinotransferase, putative 
Contig_2	PSPPH_4304	4916825	4916043	Ptx16 
Contig_2	PSPPH_4305	4918435	4916822	Uncharacterized protein 
Contig_2	PSPPH_4306	4920156	4918432	Uncharacterized protein 
Contig_2	PSPPH_4307	4922102	4920171	Pyruvate phosphate dikinase, PEP/pyruvate binding domain protein 
Contig_2	PSPPH_4308	4922743	4922183	Deoxycytidine triphosphate deaminase (DCTP deaminase) 
Contig_2	PSPPH_4309	4923258	4922740	Deoxycytidine triphosphate deaminase (DCTP deaminase) 
Contig_2	PSPPH_4310	4924289	4923306	Fatty acid desaturase 
Contig_2	PSPPH_4311	4925431	4924295	Fatty acid desaturase 
Contig_2	PSPPH_4312	4925899	4925435	Uncharacterized protein 
Contig_2	PSPPH_4313	4927218	4925887	Ornithine aminotransferase 
Contig_2	PSPPH_4314	4927721	4927176	Uncharacterized protein 
Contig_2	PSPPH_4315	4928802	4927732	Uncharacterized protein 
Contig_2	PSPPH_4316	4930050	4929004	Uncharacterized protein 
Contig_2	PSPPH_4317	4931276	4930056	Uncharacterized protein 
Contig_2	PSPPH_4318	4932697	4931345	Uncharacterized protein 
Contig_2	PSPPH_4319	4933154	4934137	Ornithine carbamoyltransferase, catabolic 
Contig_2	PSPPH_4320	4934372	4935445	ISPsy25, transposase 
Contig_2	PSPPH_4321	4937021	4936398	Uncharacterized protein 
Contig_2	PSPPH_4322	4937788	4937018	NAD-dependent protein deacylase 
Contig_2	PSPPH_4323	4938339	4937839	Uncharacterized protein 
Contig_2	PSPPH_4324	4938655	4938885	RtrR protein 
Contig_2	PSPPH_4326	4946693	4943955	Effector protein hopAE1 
Contig_2	PSPPH_4327	4947036	4948289	Serine hydroxymethyltransferase 
Contig_2	PSPPH_4328	4949372	4948395	Cobalamin synthesis protein/P47K family protein 
Contig_2	PSPPH_4329	4949665	4949468	Uncharacterized protein 
Contig_2	PSPPH_4330	4951768	4949693	Carbon starvation protein CstA 
Contig_2	PSPPH_4331	4952054	4952428	Cyclic diguanosine monophosphate-binding protein 
Contig_2	PSPPH_4332	4953810	4952443	DNA repair protein radA 
Contig_2	PSPPH_4333	4954005	4954451	Large-conductance mechanosensitive channel 
Contig_2	PSPPH_4334	4955645	4954869	Ferredoxin--NADP reductase 
Contig_2	PSPPH_4335	4957405	4956146	ISPsy18, transposase 
Contig_2	PSPPH_4336	4957476	4957595	Regulatory protein, LuxR 
Contig_2	PSPPH_4337	4957795	4958850	Ribosomal RNA large subunit methyltransferase G 
Contig_2	PSPPH_4338	4959104	4958937	Uncharacterized protein 
Contig_2	PSPPH_4339	4960133	4959126	Cytochrome d ubiquinol oxidase, subunit II 
Contig_2	PSPPH_4340	4961576	4960137	Cytochrome d ubiquinol oxidase, subunit I 
Contig_2	PSPPH_4342	4965170	4964181	Oxidoreductase, molybdopterin-binding subunit 
